CUI,CAEN,ACTIVE IMOBILIZATE ,ACTIVE CIRCULANTE ,Stocuri,Creante,Casa si conturi la banci,CHELTUIELI IN AVANS,DATORII,VENITURI IN AVANS,PROVIZIOANE,CAPITALURI - TOTAL din care:,Capital subscris varsat,Patrimoniul regiei,Cifra de afaceri neta,VENITURI TOTALE,CHELTUIELI TOTALE,Profitul brut,Pierdere bruta,Profitul net,Pierdere neta,Numar mediu de salariati
5450472,4771,,11642,11105,0,537,,38095,,,-26453,210,,13353,13353,10701,2652,0,2252,0,
5450898,6820,1301840,181118,,57149,123969,,258480,,,1224478,200,,372936,372936,117360,255576,0,251847,0,2
5472144,2932,2430360,2987946,1319783,1389956,278207,607,1641223,1259950,,2517740,290000,,8780623,8895014,8842255,52759,0,38942,0,69
5499328,4711,0,64616,53679,10916,21,0,59882,0,0,4734,200,0,306655,306655,290723,15932,0,13036,0,0
5502920,4673,5624815,8111414,5176585,2417133,517696,238723,9076226,133776,,4764950,99900,,39802516,39918716,38645739,1272977,0,1121607,0,72
5531011,4941,5273617,7612165,113920,5455215,2043030,,7159995,,,5725787,50200,,22359656,22804467,20278256,2526211,0,2093304,0,60
5553192,4941,5119465,2384064,1742250,596240,45574,257803,6754765,,,1006567,1000000,,10469773,11102670,11086169,16501,0,6560,0,58
5553257,1071,1304249,1142251,72078,7522,859341,15745,85994,,,2376251,2500,,2053881,3499651,3285625,214026,0,194369,0,24
5565928,4520,,254683,243667,1916,9100,,962164,,,-707481,210,,142773,142773,196200,0,53427,0,54855,2
5597580,4742,10838081,2163668,47158,2089412,27098,84772,6996861,243499,,5846161,173750,,10005093,12704447,12700602,3845,0,0,19364,95
5598070,4711,293574,996829,74424,154032,768373,,204523,,,1085880,10000,,6443546,6444373,6176534,267839,0,222037,0,16
5598089,4639,1055742,1198067,933874,559949,-295756,,1497014,,,756795,30981,,2373010,2455898,2412807,43091,0,23448,0,17
5598208,4617,,193,,193,,,39918,,,-39725,200,,0,0,,0,0,0,0,
5613529,4941,6385774,3261385,56907,3108807,95671,264913,6467426,,,3444646,150000,,17233847,18478550,15490988,2987562,0,2566173,0,37
5629550,4729,377673,38368,32160,1787,4421,,395841,,,20200,520,,17891,17891,15838,2053,0,1079,0,
5637404,4617,699418,325816,20925,38027,266864,4782,246021,,,783995,1000,,763483,763483,398608,364875,0,350112,0,1
9991233,4674,1953750,7689025,2388499,3026174,2274352,7795,3115236,,,6535334,15000,,12846092,14616865,12500401,2116464,0,1828344,0,34
10010052,5590,2561924,905307,10169,240273,654865,,116832,,,3350399,5600,,1840608,1846533,1478711,367822,0,352199,0,19
10010095,210,4853428,4110154,2180488,1667149,262517,156847,2421387,1923527,,4775515,485990,,11781589,11804544,11540109,264435,0,195708,0,27
10010346,5610,831143,3004227,625255,2123581,255391,81905,3163081,4753,,749441,200,,11514729,11517068,11026319,490749,0,400889,0,80
10051311,4619,3138827,4315376,1234311,2977262,103803,,4740380,,,2713823,5250,,11995425,12038901,11509664,529237,0,442879,0,33
10064214,4532,743946,4572449,1515787,2255392,801270,839,1849991,,,3467243,50000,,9305797,9329671,8305920,1023751,0,859484,0,16
10066304,4690,,220270,,232,220038,,130189,,,90081,5119,,172624,172677,113834,58843,0,53663,0,
10075329,4120,74733,599014,326074,236065,36875,,258643,,,415104,200,,1339180,1339180,1236666,102514,0,89122,0,2
10083704,4941,966412,526019,,410507,115512,42942,1416382,,,118991,77100,,3509992,3878575,3712425,166150,0,137360,0,19
10116453,4690,1269966,5572001,2191503,2673648,706850,4087,3422788,,,3423266,200,,11888683,12015349,10799369,1215980,0,1053337,0,27
10127703,4773,515822,2659449,1167343,1231443,260663,4135,3151627,,,27779,200,,8962848,9001294,8953385,47909,0,47909,0,21
10138737,4941,4209904,4513139,8239,3090098,1414802,,1794697,,,6928346,115600,,13341348,13685948,12709864,976084,0,817307,0,42
10147042,1520,747467,595297,16347,569952,8998,0,538324,0,0,804440,165858,0,3904811,3732727,4384060,0,651333,0,651333,126
10152502,5510,1059468,24448,9010,,15438,,78179,,,1005737,201790,,74440,74452,71630,2822,0,588,0,
10158572,6820,789144,549339,,18255,531084,,219764,,,1118719,2000000,,0,0,,0,0,0,0,
10158580,4711,2588,503043,359371,11973,131699,,351584,,,154047,240,,2054727,2054727,1949750,104977,0,84057,0,7
10175387,5229,797100,3867645,210001,2986153,671491,,2877507,,,1787238,250000,,15496907,15521234,15393052,128182,0,104136,0,18
10176838,4711,0,8452,8362,0,90,0,132222,0,0,-123770,200,0,43205,43205,37319,5886,0,4984,0,1
10177469,4711,2391847,2551866,2088168,412423,51275,186042,2204856,,,2924899,2000000,,9307750,9335250,9248879,86371,0,55185,0,71
10188760,4329,9042,236406,,19476,216930,,10238,,,235210,200,,303688,303691,65683,238008,0,234970,0,1
10238990,4661,1319114,5640303,5261280,341835,37188,3828,2224044,,,4739201,225800,,6351342,6437697,5869606,568091,0,467672,0,8
10249638,4631,2444318,1927179,848245,885643,193291,1848,2876586,934219,,562540,350000,,10315632,10432663,10408466,24197,0,19575,0,30
10250446,7912,1132018,1534307,0,831531,492776,191870,1671547,15782,,1170866,300,,11523567,11530745,10783058,747687,0,628105,0,8
10268117,7112,22381978,2439515,0,2143592,295923,151814,159390,43028,,24770889,22700000,,2466555,2470107,3140240,0,670133,0,670133,25
10290866,5630,,52768,48650,4096,22,6504,214445,,,-155173,3100,,0,0,208,0,208,0,208,1
10314515,3811,7266318,4667002,134184,3330518,1202300,35684,4237668,,1777417,5953919,2740000,,11979892,13299810,10226224,3073586,0,2653965,0,125
10329907,6201,7312406,5362178,128580,3204649,2028949,48225,1711942,3445734,167743,7397390,46000,,7495554,11144467,9855017,1289450,0,1087048,0,71
10334016,4619,12168,2078791,715563,254865,1101665,3221,417852,,,1676328,6300,,4528107,4546161,4085694,460467,0,399316,0,8
10334024,4711,70494,157603,27926,62722,66955,160,104805,,,123452,200,,878983,878983,867506,11477,0,8574,0,7
15055667,6201,10192,712378,,37223,675155,378,87186,,,635762,400,,1861500,1866439,1609392,257047,0,238383,0,8
15064495,4669,2184148,5131277,3006796,1543554,580927,21623,5225064,420052,184256,1507676,103000,,13240044,13457085,12930039,527046,0,418958,0,40
15079348,147,10946696,6592405,3357535,2065410,1169460,51752,5776032,121750,,11693071,5857900,,26332543,36753228,32630848,4122380,0,3840372,0,54
15095327,1011,5118703,5760496,1861302,329514,2569680,1159,447816,,,10432542,500,,18068116,18735566,16815627,1919939,0,1661071,0,43
15096691,7732,3381738,8525062,1723,652533,7870806,,2574206,,,9332594,6867280,,3293711,4177282,1465960,2711322,0,2277339,0,3
15101194,8010,582031,368078,,356397,11681,,11212,,,938897,2000,,223618,229053,94324,134729,0,132440,0,1
15103403,6201,366014,5643691,,2506480,3137211,7332,1154563,,,4862474,1200,,17301814,17738804,12008946,5729858,0,4861034,0,81
15115416,4711,56955,1897547,39906,1699583,158058,53,807296,,,1147259,200200,,7755089,9526675,9121631,405044,0,330848,0,8
15117000,4782,,128091,124879,134,3078,,259233,,,-131142,200,,243580,243580,213314,30266,0,27830,0,4
15121442,812,882711,1053594,133651,510482,409461,,1272477,,,663828,300200,,1647082,1782434,1745057,37377,0,19628,0,6
15121906,4673,3864788,13003601,4201360,7032128,1770113,32073,7662789,99731,1267238,7870704,36137155,,67687649,68027738,67766938,260800,0,260800,0,
15123346,6312,4403306,7490608,0,275775,7214833,21385,14102148,0,0,-2186849,200,0,1576654,1942865,4487276,0,2544411,0,2544411,25
15124899,4664,82762,4967737,2460267,2468894,38576,16452,2016101,,,3050850,1000,,5831916,5887110,5200290,686820,0,590630,0,11
15129446,4619,897762,1733226,1164036,401324,167866,2970,1384645,,,1249313,401000,,2456799,2490329,2483655,6674,0,2262,0,18
15133412,2612,2342075,3677427,1118930,2190908,367589,4524,3805329,100908,,2117789,1000,,8792823,9237748,8892206,345542,0,283733,0,80
15149818,7022,164305,269783,,30419,202908,3537,26727,2377,,408521,200,,222950,223320,47046,176274,0,147170,0,1
15149869,4690,3248,173169,,173158,11,,192220,,,-15803,353000,,0,2000,1318,682,0,515,0,0
15172365,4322,11103161,13678631,240687,12344509,1093435,10853,9217763,4723343,608076,10243463,200,,5552245,6946290,6491363,454927,0,369462,0,21
15188566,220,1157115,2101912,97166,1621373,383373,22623,2080210,,,1201440,500,,12081182,12728254,11780889,947365,0,799840,0,39
15229526,4120,3409320,2165490,60,1802585,362845,21073,3437431,423362,114117,1620973,60000,0,10509872,10853374,9664953,1188421,0,1028979,0,47
15230270,7311,287063,3055304,92375,2325188,637741,17701,1408016,,,1952052,40000,,6200365,6205741,4816860,1388881,0,1222964,0,24
15230318,3109,1235365,1068063,348620,718522,921,,1562447,,,740981,2200,,3449889,3465005,3266982,198023,0,170853,0,30
15236620,5320,2305664,461303,1736,3141,456426,80809,1864119,,,983657,200,,9222455,9226089,8099388,1126701,0,975264,0,169
15245084,7021,700,57500,,56000,1500,,54110,,,4090,200,,195400,195400,193410,1990,0,1990,0,5
15245106,5610,614224,1621041,405901,331429,883711,31,428160,,,1807136,2000,,5592864,5602013,4804939,797074,0,739819,0,53
15245157,4120,0,37572,,739,36833,,26995,,,10577,200,,456133,466883,436971,29912,0,25243,0,4
15256245,6202,101950,4132920,0,3658191,474729,92,266988,0,123729,3844245,331,0,4692704,4484209,3936846,547363,0,447355,0,36
15256962,4291,1140036,3229154,857989,1519353,851812,9761,3073252,179823,,1125876,730200,,6615004,7232325,6844688,387637,0,387637,0,34
15257194,4778,5112248,3632555,2586585,818846,227124,,6316134,,,2428669,200,,26558286,42325691,40702703,1622988,0,1404677,0,64
1098048,5510,2531705,3371897,194883,70032,3106982,,2224129,,,3679473,9150,,9293215,9294805,7001250,2293555,0,2143615,0,71
1098129,9609,525178,1033067,3225,675463,354379,728,1271619,,,287354,200,,2476713,2478116,2310225,167891,0,142321,0,33
1098471,4722,1241072,1824699,56338,1685459,82902,4000,466776,,,2602995,1200000,,1880655,1924909,1801832,123077,0,85617,0,
1098552,6820,4653701,304428,,297599,6829,,4593759,,,364370,277955,,402028,458939,346801,112138,0,108423,0,5
1098692,4761,3945023,4113025,3160916,620861,331248,38174,5394058,52703,,2649461,405193,,6195077,6429263,5968449,460814,0,381914,0,26
1098722,5610,2699676,235683,88194,34700,112789,,877520,16132,,2041707,91490,,4249120,4252195,3781308,470887,0,433371,0,48
1098838,4120,10810050,10373794,1231867,7020964,2120963,232,39026590,,10924,-17853438,2675000,,1504556,3713578,8288602,0,4575024,0,4575024,9
1099060,4773,92220,75298,0,12500,62798,0,59886,0,0,107632,600,0,130781,131681,75145,56536,0,52613,0,0
1099086,5610,2733421,1566966,358134,850420,358412,313342,1415007,1007045,,2191677,200,,5474211,6638644,4935440,1703204,0,1636367,0,47
1099116,4120,4276811,4482748,1552,1228748,3252448,4332,8115704,207070,,441117,1234958,,2329716,4812050,5655409,0,843359,0,843359,23
1099124,4673,,399660,,116,399544,,560700,,,-161040,6490,,,,,,,,,
1099353,2511,2675828,1325038,23087,693863,608088,,1243726,,,2757140,300,,5503132,5574350,4628974,945376,0,884814,0,37
1099833,2219,1780474,515908,104478,232515,178915,52608,1021994,,,1326996,2880,,2293824,2292557,1775713,516844,0,494885,0,20
1099850,2453,4250708,2626323,547925,2001393,77005,45920,2384999,276284,,4261668,200,,10493967,10611820,9128775,1483045,0,1350845,0,73
1100113,2363,6839549,2955160,114374,2586774,254012,,3672528,221314,,5900867,3728355,,14817170,15990255,15846687,143568,0,117200,0,47
1100350,3102,5410,21416,,21384,32,,268000,,,-241174,200,,0,0,135,0,135,0,135,
1100466,3811,4544400,5636584,329858,5276711,30015,,1919593,274212,,7987179,300000,,8076419,10350778,10301516,49262,0,34082,0,70
1100709,4941,9576,751427,,751161,266,,171246,,,589757,80420,,0,0,101,0,101,0,101,
1100873,5610,489659,1436417,13530,45161,1377726,,203689,,,1722387,1018,,3391789,3414605,2261423,1153182,0,1153182,0,18
1101160,4773,512954,914797,425868,347111,141818,1673,507618,0,0,921806,1000,0,2955185,2991914,2578009,413905,0,349880,0,10
1101534,8532,1612551,1426330,,275302,1151028,11985,137313,,,2913553,1010,,3082639,3088665,2301322,787343,0,665139,0,36
1102130,4711,0,413251,383056,25825,4370,,377077,,,36174,200,,707477,721286,720797,489,0,275,0,3
1102220,4120,28851,10834,,10770,64,263,12259,,,27689,2700,,0,0,,0,0,0,0,
1102904,4773,3958,469503,111503,241386,116614,,336487,,,136974,400,,998600,1032917,1029489,3428,0,1361,0,5
1102963,5510,3981192,511314,32378,15089,195471,,1235862,,,3256644,1200030,,1719680,1730843,1616677,114166,0,88204,0,27
1103055,811,10321682,3964210,1646786,2106453,210971,95747,20411943,10000,782749,-6823053,10845000,0,10556263,11351553,11767035,0,415482,0,415482,38
1103632,5610,2032246,790931,149596,591159,50176,,992243,,,1830934,2200000,,1041386,1049599,858585,191014,0,174389,0,10
1103799,4939,1048416,175025,,13382,9873,,2456391,,,-1232950,600200,,1189435,1189436,1187443,1993,0,1993,0,31
1103985,4221,131697,1632690,169566,928804,534320,,1307120,,,457267,14960,,1367532,1386913,826070,560843,0,545501,0,
1104239,4690,3145205,6223432,1765159,2361857,2096416,,2259526,,158992,6950119,20560,,14281988,14498656,12989811,1508845,0,1292666,0,23
6087155,4633,312232,1111557,923561,64105,123891,68607,703972,,,788424,100530,,8522007,8586877,8171388,415489,0,357787,0,9
6087465,4711,,14,,14,,,0,,,14,200,,0,0,,0,0,0,0,
6087589,2221,1112692,1056042,102765,311651,641626,,718400,357881,,1092453,82310,,5856537,5904684,5695349,209335,0,170754,0,20
6087996,4778,,214010,88818,60096,65096,,83412,,,130598,31210,,722977,723098,717374,5724,0,4808,0,3
6199345,4773,7195,4982744,631581,465396,3885767,,1383000,,,3606939,500,,3607982,3978547,3557914,420633,0,353332,0,8
6248871,4617,5616,7771,7712,,59,,36315,,,-22928,200,,0,0,,0,0,0,0,
6248987,4939,197421,13820,11434,1555,831,,425025,,,-213784,200,,140453,180773,177522,3251,0,1583,0,2
6249079,4322,60342,1212110,,325955,886155,,313502,,81931,877019,15065,,373638,368576,193417,175159,0,171421,0,
6358343,4773,640,201500,83385,90797,27318,,124764,,,77376,200,,517746,517829,462546,55283,0,49670,0,3
6358351,5610,1344219,679040,229730,85260,364050,855567,959474,16067,,1903285,412280,,7406513,7426148,6853552,572596,0,476774,0,113
6358459,4719,606525,1814874,1561539,127986,125349,,655333,,,1766066,10800,,1807123,1812865,1547549,265316,0,246502,0,
6391021,1061,33160,12953,,12953,,,186916,,,-140803,250,,0,2500,22126,0,19626,0,19701,
6391145,4711,742,82440,80963,40,1437,,380362,,,-297180,200,,322565,322565,318071,4494,0,1258,0,2
6436875,4619,1122537,253800,24414,185045,44341,,475169,,,901168,90000,,1119436,1129028,1078258,50770,0,39597,0,11
6437102,4711,1420,16494,8206,6480,1808,,63910,,,-45996,220,,498489,500447,492328,8119,0,3269,0,
6510769,4725,,9806,,9592,214,,50000,,,-40194,200,,0,0,0,0,0,0,0,
6511195,4120,232126,97432,7986,83171,6275,,8622,,,320936,200,,78278,82402,23474,58928,0,56456,0,1
6555272,1071,4128272,817997,304506,478475,35016,15400,2764471,17765,,2179433,572400,,3461577,3772867,3739499,33368,0,28688,0,33
6602145,4511,0,750911,42001,682496,26414,,577012,,,173899,5050,,6593641,6648689,6641822,6867,0,6069,0,2
6602668,4322,42566,1319438,687686,584010,47742,,746512,,,615492,50000,,3429716,3430162,3148786,281376,0,236356,0,5
